segment_id,emotion,valence,arousal,sentence_index,sentence_korean,endings_found,split,anger,disgust,fear,happiness,neutral,sadness,surprise
Sess19_script02_F008,sadness,2.3,1.7,1,(거지+악성이래) b/ 이미 왼쪽에 70프로 정도 퍼져있구 정확한 것은 가슴을 열어봐야 알겠지만 림프절과 늑 늑막에까지 전이가 됐대.,래 | 대,val,0.0,0.0,0.1,0.0,0.4,0.5,0.0
Sess19_script02_M010,sadness,2.6,3.5,1,장난이지?,지,val,0.0,0.0,0.3,0.0,0.1,0.2,0.4
Sess19_script02_M010,sadness,2.6,3.5,2,농담하는 거지?,지,val,0.0,0.0,0.3,0.0,0.1,0.2,0.4
Sess19_script02_M010,sadness,2.6,3.5,3,지금이라도 빨리 병원에 가자.,자,val,0.0,0.0,0.3,0.0,0.1,0.2,0.4
Sess19_script02_F009,sadness,2.0,1.9,1,이미 늦었어.,어,val,0.0,0.0,0.0,0.0,0.3,0.7,0.0
Sess19_script02_M011,sadness,2.8,3.4,1,수술하면 되는 거 아니야?,야,val,0.0,0.0,0.1,0.0,0.1,0.6,0.2
Sess19_script02_F013,sadness,1.9,2.1,1,아냐 난 아냐 (틀렸어),어,val,0.0,0.1,0.0,0.0,0.4,0.5,0.0
Sess19_script02_M015,anger,2.0,4.7,1,(틀렸어+틀리긴) 뭘 틀려.,어 | 어,val,0.8,0.0,0.0,0.0,0.0,0.2,0.0
Sess19_script02_M015,anger,2.0,4.7,2,빨리 병원에 가자니까.,자니까,val,0.8,0.0,0.0,0.0,0.0,0.2,0.0
Sess19_script02_F015,sadness,2.1,1.7,1,사실 우리 아빠도 나랑 같은 병이었어.,어,val,0.0,0.0,0.0,0.0,0.1,0.9,0.0
Sess19_script02_F016,sadness,2.0,2.0,1,미안해 아빠는 3년 동안 폐암으로 병원에 계시다가 돌아가셨어.,어 | 어,val,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Sess19_script02_M018,sadness,2.7,3.8,1,미숙아 그게 중요한 게 아냐.,냐,val,0.0,0.0,0.0,0.0,0.1,0.9,0.0
Sess19_script02_M018,sadness,2.7,3.8,2,그런 거 중요한 게 아니잖아 일단 입원 치료하고 수술받자.,잖아 | 자,val,0.0,0.0,0.0,0.0,0.1,0.9,0.0
Sess19_script02_M018,sadness,2.7,3.8,3,그럼 살 수 있어.,어,val,0.0,0.0,0.0,0.0,0.1,0.9,0.0
Sess19_script02_M019,sadness,2.2,3.7,1,여보 그런 생각 하지 마 자 지금도 안 늦었어.,어 | 어,val,0.0,0.0,0.0,0.0,0.1,0.9,0.0
Sess19_script02_M019,sadness,2.2,3.7,2,일단 정리하고 병원 가자?,자,val,0.0,0.0,0.0,0.0,0.1,0.9,0.0
Sess19_script02_F018,sadness,1.6,3.2,1,무슨 의미가 있었겠어?,어,val,0.1,0.0,0.0,0.0,0.2,0.7,0.0
Sess19_script02_F018,sadness,1.6,3.2,2,3년을 더 사 더 사셨다구 아빠는 (행복했을까),을까,val,0.1,0.0,0.0,0.0,0.2,0.7,0.0
Sess19_script02_M020,anger,1.4,4.8,1,(행복했을까+여보) 왜 이래.,을까 | 어,val,0.8,0.0,0.0,0.0,0.0,0.2,0.0
Sess19_script02_M020,anger,1.4,4.8,2,왜 이리 약한 생각을 (해),어,val,0.8,0.0,0.0,0.0,0.0,0.2,0.0
Sess19_script02_F019,sadness,1.6,3.7,1,(해+나도) 살고 싶어.,어,val,0.2,0.0,0.0,0.0,0.0,0.8,0.0
Sess19_script02_F019,sadness,1.6,3.7,2,나도 사람인데.,ᆫ데,val,0.2,0.0,0.0,0.0,0.0,0.8,0.0
Sess19_script02_F019,sadness,1.6,3.7,3,근데 싸우기엔 너무 늦었고 지쳤어.,어,val,0.2,0.0,0.0,0.0,0.0,0.8,0.0
Sess19_script02_F020,sadness,1.8,2.1,1,당신 우리 애들 잘 부탁해.,어,val,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Sess19_script02_F020,sadness,1.8,2.1,2,그리고 남은 시간 우리 행복하게 지내면 되잖아 나 행복하고 싶어.,잖아 | 어,val,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Sess19_script02_F020,sadness,1.8,2.1,3,그리고 행복하게 죽고 싶어.,어,val,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Sess19_script02_F020,sadness,1.8,2.1,4,예쁜 모습 좋은 모습만 남기고 싶어.,어,val,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Sess19_script02_F021,sadness,2.3,2.7,1,마지막 부탁이 있어.,어,val,0.0,0.0,0.0,0.0,0.1,0.9,0.0
Sess19_script02_F021,sadness,2.3,2.7,2,둘째 결혼 시키고 당신도 재혼해.,어,val,0.0,0.0,0.0,0.0,0.1,0.9,0.0
Sess19_script02_F021,sadness,2.3,2.7,3,혹시나 애들 결혼 전에 재혼하면 애들도 상처받을 수 있으니까 애들 결혼만 시켜줘 그리고 좋은 여자 만나 알겠지?,어 | 지,val,0.0,0.0,0.0,0.0,0.1,0.9,0.0
Sess19_script02_M024,sadness,1.7,2.6,1,미숙아 내가 잘못했어 내가 잘못했어.,어 | 어,val,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Sess19_script02_M024,sadness,1.7,2.6,2,제발 살아줘 응?,어,val,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Sess19_script02_M024,sadness,1.7,2.6,3,제발 살아줘.,어,val,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Sess19_script03_F007,anger,2.2,3.5,1,헐 아 그냥 인터넷으로 나중에 (검색하라구),라구,val,0.5,0.4,0.0,0.0,0.1,0.0,0.0
Sess19_script03_F014,happiness,5.0,5.0,1,o/ s/ 오빠 어떡해 l/ (어떡해),어,val,0.0,0.0,0.0,0.7,0.0,0.0,0.3
Sess19_script03_M017,happiness,5.0,5.0,1,o/ (어떡해+나 좀 꼬집어봐) 야 이게 진짜냐?,어 | 냐,val,0.0,0.0,0.0,0.9,0.0,0.0,0.1
Sess19_script03_F015,happiness,5.0,4.9,1,얼마든지 꼬집어 줄게.,ᆯ게,val,0.0,0.0,0.0,0.9,0.0,0.0,0.1
Sess19_script03_M018,happiness,4.5,4.9,1,아 야 o/ 아프게 꼬집으면 (어떡해),어,val,0.4,0.1,0.0,0.4,0.0,0.0,0.1
Sess19_script03_F016,happiness,5.0,4.8,1,(어떡해+아 제대로) 꼬집어야 꿈인지 아닌지 알 수 있지?,어 | 지,val,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Sess19_script03_M019,happiness,4.9,4.7,1,나 심장 뛰는거봐 야 미칠거 같애.,어 | 애,val,0.0,0.0,0.0,0.9,0.0,0.0,0.1
Sess19_script03_F017,happiness,4.6,4.1,1,나 잊지마 나 잊으면 안돼.,어 | 어,val,0.0,0.0,0.0,0.8,0.2,0.0,0.0
Sess19_script03_M020,happiness,3.7,3.1,1,이 사실 누구한테도 이야기 하면 (안돼),어,val,0.0,0.0,0.1,0.1,0.6,0.0,0.2
Sess19_script03_F018,happiness,4.4,3.8,1,(안돼+알았어) 걱정하지마.,어 | 어 | 어,val,0.0,0.0,0.0,0.7,0.3,0.0,0.0
Sess19_script03_F018,happiness,4.4,3.8,2,내가 입이 좀 무겁잖아 그니까 신상 (구두 좀),잖아,val,0.0,0.0,0.0,0.7,0.3,0.0,0.0
Sess19_script03_F019,happiness,4.4,4.1,1,걱정마.,어,val,0.0,0.0,0.0,0.6,0.4,0.0,0.0
Sess19_script03_F019,happiness,4.4,4.1,2,나 오빠 동생이야.,야,val,0.0,0.0,0.0,0.6,0.4,0.0,0.0
Sess19_script03_F019,happiness,4.4,4.1,3,나 몰라?,어,val,0.0,0.0,0.0,0.6,0.4,0.0,0.0
Sess19_script03_F019,happiness,4.4,4.1,4,나 못 믿어?,어,val,0.0,0.0,0.0,0.6,0.4,0.0,0.0
Sess19_script03_M022,happiness,4.0,3.7,1,그럼 그럼 못 믿지.,지,val,0.2,0.2,0.0,0.5,0.1,0.0,0.0
Sess19_script03_F021,happiness,4.3,4.0,1,어 오빠 내 친구 은지랑 소개팅 하고 싶다고 했지?,지,val,0.0,0.0,0.0,0.8,0.2,0.0,0.0
Sess19_script03_M023,happiness,4.4,3.8,1,이야 돈이 좋긴 좋네 언제?,네,val,0.0,0.0,0.0,0.7,0.2,0.0,0.1
Sess19_script03_F022,happiness,4.7,4.6,1,지금 지금 당장 전화 걸게 내 친구 엄청 많아.,ᆯ게 | 어,val,0.0,0.0,0.0,0.7,0.3,0.0,0.0
Sess19_script03_M024,happiness,4.5,4.0,1,진작에 그럴 것이지 야 얼마 필요하냐?,지 | 냐,val,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Sess19_script03_F023,happiness,4.9,4.8,1,진짜지?,지,val,0.0,0.0,0.0,0.9,0.0,0.0,0.1
Sess19_script03_F023,happiness,4.9,4.8,2,진짜지?,지,val,0.0,0.0,0.0,0.9,0.0,0.0,0.1
Sess19_script03_F023,happiness,4.9,4.8,3,아 오빠 정말 오빠가 짱이야 최고야 난 나한텐 역시 우리 오빠밖에 없다니까.,야 | 야 | 다니까,val,0.0,0.0,0.0,0.9,0.0,0.0,0.1
Sess19_script03_F023,happiness,4.9,4.8,4,나 천만 원 아니 아니지 1억 o/ 나 1억만 아 딱 1억만 주라 응?,지,val,0.0,0.0,0.0,0.9,0.0,0.0,0.1
Sess19_script03_M025,happiness,4.5,4.0,1,1억이라 음 그래 좋아.,어,val,0.0,0.0,0.0,0.8,0.2,0.0,0.0
Sess19_script03_M025,happiness,4.5,4.0,2,그면 돈 찾으면 바로 현금으로 줄게.,ᆯ게,val,0.0,0.0,0.0,0.8,0.2,0.0,0.0
Sess19_script03_F024,happiness,5.0,5.0,1,아 나 생각만 해도 n/ 너무 좋아.,어,val,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Sess19_script03_M026,happiness,4.9,4.7,1,l/ 나도 너무 놀라서 이게 꿈인가?,ᆫ가,val,0.0,0.0,0.0,0.8,0.0,0.0,0.2
Sess19_script03_M026,happiness,4.9,4.7,2,생시인가?,ᆫ가,val,0.0,0.0,0.0,0.8,0.0,0.0,0.2
Sess19_script03_M026,happiness,4.9,4.7,3,싶다.,다,val,0.0,0.0,0.0,0.8,0.0,0.0,0.2
Sess19_script03_M027,happiness,4.9,4.7,1,내일 날 밝으면 이제 고주홍의 시대가 열린다 이거야.,ᆫ다 | 야,val,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Sess19_script03_M027,happiness,4.9,4.7,2,두고 봐 내가 이 돈으로 세상을 깜짝 놀라게 할거니까.,니까,val,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Sess19_script04_F001,happiness,4.0,3.2,1,b/ 우아 맛있다.,다,val,0.0,0.0,0.0,0.8,0.2,0.0,0.0
Sess19_script04_F001,happiness,4.0,3.2,2,근데 자긴 안 먹어?,어,val,0.0,0.0,0.0,0.8,0.2,0.0,0.0
Sess19_script04_M001,happiness,3.7,2.8,1,천천히 먹어 햄버거 어디 도망 안 가.,어,val,0.0,0.0,0.0,0.3,0.7,0.0,0.0
Sess19_script04_M001,happiness,3.7,2.8,2,아이 콜라도 좀 먹구.,구,val,0.0,0.0,0.0,0.3,0.7,0.0,0.0
Sess19_script04_F006,anger,2.1,3.2,1,아 뭐야 나 말 안할래.,야 | ᆯ래,val,0.7,0.0,0.0,0.0,0.3,0.0,0.0
Sess19_script04_F012,happiness,4.3,3.7,1,(바비큐를 하고+우아) 맛있겠다.,다,val,0.0,0.0,0.0,0.9,0.1,0.0,0.0
Sess19_script04_F016,anger,2.3,3.6,1,하 하도 불쌍하고 보잘것 없어 보여서 해준다고 한거지.,지,val,0.6,0.3,0.0,0.0,0.1,0.0,0.0
Sess19_script04_F016,anger,2.3,3.6,2,내가 당신 처럼 어리버리한 남자를 뭐가 좋다고 결혼하니?,니,val,0.6,0.3,0.0,0.0,0.1,0.0,0.0
Sess19_script04_F017,anger,2.4,2.8,1,아 됐어.,어,val,0.6,0.1,0.0,0.0,0.3,0.0,0.0
Sess19_script04_F022,happiness,4.8,4.0,1,l/ 아 오빠 너무 웃겨.,어,val,0.0,0.0,0.0,0.9,0.1,0.0,0.0
Sess19_script04_M022,happiness,3.6,2.9,1,아 이런 선물 받으니 어이가 없지?,지,val,0.0,0.1,0.0,0.1,0.5,0.1,0.2
Sess19_script04_F023,happiness,4.9,4.3,1,아이 그니까 젓가락 100개란게 우리들 만난지 100일 되는 날이라서 준비했다는거야?,야,val,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Sess19_script04_M023,happiness,3.9,3.2,1,n/ o/ 미안해.,어,val,0.0,0.0,0.0,0.2,0.5,0.3,0.0
Sess19_script04_M023,happiness,3.9,3.2,2,하지만 다음에 만날땐 내가 꼭 멋진 선물 사줄게.,ᆯ게,val,0.0,0.0,0.0,0.2,0.5,0.3,0.0
Sess19_script04_M023,happiness,3.9,3.2,3,내가 지금은 비록 중국집 배달부 밖에 안되지만 열심히 일하면 제주도 앞바다에 있는 그 멋지고 그 좋은 펜션을 짓고 우리도 멋있게 행복하게 살 수 있어.,어,val,0.0,0.0,0.0,0.2,0.5,0.3,0.0
Sess19_script04_F028,happiness,4.7,4.3,1,대신 같이 살아야겠어.,어,val,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Sess19_script04_F029,happiness,4.6,3.9,1,b/ 자 오빠는 젓가락 줬지만 난 좋은 거 줄게.,ᆯ게,val,0.0,0.0,0.0,0.8,0.2,0.0,0.0
Sess19_script04_M028,happiness,4.0,3.7,1,이게 뭔데?,ᆫ데,val,0.0,0.0,0.0,0.4,0.2,0.0,0.4
Sess19_script04_F030,happiness,4.3,3.8,1,l/ 으이그 이 무능력한 남자야.,야,val,0.0,0.1,0.0,0.5,0.4,0.0,0.0
Sess19_script04_F030,happiness,4.3,3.8,2,여자인 내가 반지를 준비해야겠어?,어,val,0.0,0.1,0.0,0.5,0.4,0.0,0.0
Sess19_script04_F030,happiness,4.3,3.8,3,오빠가 당연히 준비해야지.,어야지,val,0.0,0.1,0.0,0.5,0.4,0.0,0.0
Sess19_script04_F032,happiness,4.0,3.6,1,오빠 누가 선물하고 누가 프로포즈 하면 어때?,어,val,0.0,0.0,0.0,0.8,0.2,0.0,0.0
Sess19_script04_F032,happiness,4.0,3.6,2,난 오빠를 사랑하고 지금이 행복해 우리 둘이 함께 한다는 게 중요한 거잖아.,어 | 잖아,val,0.0,0.0,0.0,0.8,0.2,0.0,0.0
Sess19_script04_M032,happiness,4.3,4.0,1,여진아 사랑한다.,ᆫ다,val,0.0,0.0,0.0,0.9,0.1,0.0,0.0
Sess19_script04_M032,happiness,4.3,4.0,2,정말 사랑해.,어,val,0.0,0.0,0.0,0.9,0.1,0.0,0.0
Sess19_script05_F003,anger,2.2,3.9,1,(해보자고+아) 지금 생각할게 뭐 있어 지섭씨는 여기있어.,어 | 어,val,0.3,0.0,0.2,0.0,0.2,0.0,0.3
Sess19_script05_F003,anger,2.2,3.9,2,일단 내가 가서 보고올테니까.,니까,val,0.3,0.0,0.2,0.0,0.2,0.0,0.3
Sess19_script05_F021,anger,1.6,4.7,1,(해야지+아) 지금 뭐 (할려고),어야지 | ᆯ려고,val,0.5,0.0,0.3,0.0,0.0,0.0,0.2
Sess19_script06_F009,anger,2.3,3.3,1,(해석되는군요+팀장님) 말씀이 좀 지나치신 거 (같은데),는군요,val,0.6,0.1,0.0,0.0,0.3,0.0,0.0
Sess19_script06_F012,anger,2.2,3.1,1,너무 공격적으로 생각하시는 거 아니에요?,에요,val,0.6,0.1,0.0,0.0,0.3,0.0,0.0
Sess19_script06_F012,anger,2.2,3.1,2,저도 고민하고 심사숙고해서 낸 아이디어인데 뭐가 문제였는지 뭐가 부족했는지 n/ 물어볼 수 있는건 아닌가요?,ᆫ가요,val,0.6,0.1,0.0,0.0,0.3,0.0,0.0
Sess19_script06_F014,anger,2.1,4.0,1,(그리고+아니) b/ 오타 때문에 아이디어를 탈락 시키셨다구요?,다구요,val,0.7,0.2,0.0,0.0,0.1,0.0,0.0
Sess19_impro01_F006,sadness,2.8,3.5,1,(생각했었는데+아) 당연하지.,지,val,0.5,0.1,0.0,0.0,0.4,0.0,0.0
Sess19_impro01_F006,sadness,2.8,3.5,2,누구야?,야,val,0.5,0.1,0.0,0.0,0.4,0.0,0.0
Sess19_impro01_F006,sadness,2.8,3.5,3,또 김 부장이야?,야,val,0.5,0.1,0.0,0.0,0.4,0.0,0.0
Sess19_impro01_F007,anger,2.5,4.0,1,(되는지 모르겠고+내가 이놈의) 김 부장 내가 당장 회사 찾아가?,어,val,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Sess19_impro01_F007,anger,2.5,4.0,2,엄마가 한 소리 해줄까?,ᆯ까,val,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Sess19_impro01_M007,anger,2.2,2.5,1,아 됐어.,어,val,0.4,0.2,0.0,0.0,0.2,0.2,0.0
Sess19_impro01_M007,anger,2.2,2.5,2,엄마가 찾아서 뭘 어떻게 해.,어,val,0.4,0.2,0.0,0.0,0.2,0.2,0.0
Sess19_impro01_F015,sadness,2.7,3.5,1,아 난 또 김 부장 얘긴 줄 알고 맨날 너가 그러니까 그냥 그러려니 했지.,지,val,0.0,0.1,0.0,0.0,0.2,0.4,0.3
Sess19_impro01_F015,sadness,2.7,3.5,2,얘기해 봐.,어,val,0.0,0.1,0.0,0.0,0.2,0.4,0.3
Sess19_impro01_F017,sadness,3.1,2.5,1,엄마는 요즘 사랑이 뭔지 뭐 이제 사랑이 뭔지도 잘 몰라.,어,val,0.0,0.0,0.0,0.0,0.3,0.7,0.0
Sess19_impro01_F018,sadness,3.0,2.4,1,근데 어떻게 사랑이 그렇게 행복할 수만 있어.,어,val,0.0,0.0,0.0,0.0,0.4,0.6,0.0
Sess19_impro01_F018,sadness,3.0,2.4,2,아픈 것도 사랑이고 힘든 것도 사랑이고 다 그러면서 배우는 거고 성숙해져 가는 거야.,야,val,0.0,0.0,0.0,0.0,0.4,0.6,0.0
Sess19_impro01_F020,sadness,3.0,2.1,1,근데 엄마도 돌아가신 아빠생각하고 나니까 그때 고맙다고 한 마디 못 해본 거 미안하다고 먼저 손 못 내밀어 본 거 그게 지금 가장 후회가 돼.,어,val,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Sess19_impro01_F020,sadness,3.0,2.1,2,너는 지금 그럴 수 있잖아.,잖아,val,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Sess19_impro01_F020,sadness,3.0,2.1,3,먼저 다가가서 미안하다 하고 고맙다고 얘기해.,어,val,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Sess19_impro01_F024,happiness,4.0,2.8,1,이제 그만 울고 엄마가 맛있는 거 해줄 테니까 뭐 해줄까?,ᆯ까,val,0.0,0.0,0.0,0.7,0.3,0.0,0.0
Sess19_impro01_F025,happiness,4.1,3.4,1,하 알았어.,어,val,0.0,0.0,0.0,0.8,0.2,0.0,0.0
Sess19_impro01_F025,happiness,4.1,3.4,2,오랜만에 엄마가 솜씨발휘 좀 해볼게.,ᆯ게,val,0.0,0.0,0.0,0.8,0.2,0.0,0.0
Sess19_impro01_M023,happiness,4.0,3.0,1,알았어.,어,val,0.0,0.0,0.0,0.7,0.3,0.0,0.0
Sess19_impro02_F009,anger,2.0,3.6,1,지금 나한테 대드는 겁니까?,ᆸ니까,val,0.9,0.0,0.0,0.0,0.1,0.0,0.0
Sess19_impro02_F011,anger,2.2,3.6,1,(거죠+그럼) 이걸 누가 책임지죠?,죠 | 죠,val,0.6,0.1,0.0,0.0,0.3,0.0,0.0
Sess19_impro02_F011,anger,2.2,3.6,2,대리님이 책임자 아닌가요?,ᆫ가요,val,0.6,0.1,0.0,0.0,0.3,0.0,0.0
Sess19_impro02_F012,anger,2.1,3.7,1,저는 그 프로젝트에 전혀 관련이 없어요.,어요,val,0.6,0.2,0.0,0.0,0.2,0.0,0.0
Sess19_impro02_F012,anger,2.1,3.7,2,저가 왜 책임을 져야 하죠?,죠,val,0.6,0.2,0.0,0.0,0.2,0.0,0.0
Sess19_impro02_F012,anger,2.1,3.7,3,총 책임자는 대리에요.,에요,val,0.6,0.2,0.0,0.0,0.2,0.0,0.0
Sess19_impro02_F012,anger,2.1,3.7,4,얼른 책임지고 사표 쓰고 나가세요.,세요,val,0.6,0.2,0.0,0.0,0.2,0.0,0.0
Sess19_impro02_F013,anger,2.2,3.2,1,떠넘기다뇨?,다뇨,val,0.8,0.2,0.0,0.0,0.0,0.0,0.0
Sess19_impro02_F013,anger,2.2,3.2,2,말이 좀 심하네.,네,val,0.8,0.2,0.0,0.0,0.0,0.0,0.0
Sess19_impro02_M013,anger,2.2,4.4,1,이거 누구 머리에서 나온 거예요?,예요,val,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Sess19_impro02_F014,anger,2.3,3.8,1,누구 머리라뇨?,라뇨,val,0.9,0.1,0.0,0.0,0.0,0.0,0.0
Sess19_impro02_F015,anger,2.3,3.9,1,허 거기서 전무님 얘기가 왜 나와요?,어요,val,0.6,0.0,0.0,0.0,0.1,0.0,0.3
Sess19_impro02_F027,anger,1.6,4.6,1,제가 다 책임지라니.,라니,val,0.7,0.0,0.0,0.0,0.0,0.0,0.3
Sess19_impro02_F027,anger,1.6,4.6,2,아 어떡해.,어,val,0.7,0.0,0.0,0.0,0.0,0.0,0.3
Sess19_impro02_F027,anger,1.6,4.6,3,내가 독박 다 쓰게 생겼어.,어,val,0.7,0.0,0.0,0.0,0.0,0.0,0.3
Sess19_impro02_F027,anger,1.6,4.6,4,아 미치겠네 진짜.,네,val,0.7,0.0,0.0,0.0,0.0,0.0,0.3
Sess19_impro03_F004,anger,2.4,3.7,1,아니 당연히 올리브오일이죠.,죠,val,0.4,0.3,0.0,0.0,0.2,0.0,0.1
Sess19_impro03_F006,anger,2.2,3.4,1,뭐가 문제죠?,죠,val,0.7,0.0,0.0,0.0,0.3,0.0,0.0
Sess19_impro03_M008,anger,2.0,3.2,1,혀에 문제 있다니까요.,다니까요,val,0.0,0.7,0.0,0.0,0.3,0.0,0.0
Sess19_impro03_F007,anger,2.2,2.9,1,맛있기만 하구만.,구만,val,0.5,0.2,0.0,0.0,0.3,0.0,0.0
Sess19_impro03_F008,anger,2.2,3.7,1,뭐가 문젠지 확실하게 설명을 해주셔야죠.,어야죠,val,0.9,0.1,0.0,0.0,0.0,0.0,0.0
Sess19_impro03_M010,anger,2.1,3.8,1,여기 보이는 거 이거 안 보여요?,어요,val,0.5,0.4,0.0,0.0,0.1,0.0,0.0
Sess19_impro03_F009,anger,2.6,3.7,1,하 오일 양이 많다고 말씀하시는데 오일양으로 훨씬 더 풍미를 강조했고 또 느끼함을 잡아주기 위해서 청양고추로 더욱 매운맛도 강조했다니까요.,다니까요,val,0.8,0.0,0.0,0.0,0.2,0.0,0.0
Sess19_impro03_F010,anger,2.6,3.7,1,그리고 이 음식 언론에도 주목받은 대단한 음식이에요.,에요,val,0.7,0.1,0.0,0.0,0.2,0.0,0.0
Sess19_impro03_M011,anger,2.5,3.5,1,언론이 요리를 만들어줬으니까 이런 맛이 나지.,지,val,0.1,0.9,0.0,0.0,0.0,0.0,0.0
Sess19_impro03_F011,anger,2.0,3.8,1,지금 말씀이 좀 지나치신 거 같은데.,은데,val,0.9,0.0,0.0,0.0,0.0,0.0,0.1
Sess19_impro03_M012,anger,1.7,3.4,1,지나친 건 미윤 씨 아니에요?,에요,val,0.5,0.5,0.0,0.0,0.0,0.0,0.0
Sess19_impro03_M013,anger,2.0,3.7,1,아니 요리를 요리를 이렇게 만들면 안 되지.,지,val,0.4,0.6,0.0,0.0,0.0,0.0,0.0
Sess19_impro03_F013,anger,2.2,3.9,1,허 지금 싸우자는 거죠?,죠,val,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Sess19_impro03_F014,anger,1.8,4.2,1,지금 내 요리 무시하는 거에요?,에요,val,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Sess19_impro03_F014,anger,1.8,4.2,2,당신이 뭔데 내 요리 내 요리를 무시해요?,어요,val,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Sess19_impro03_M014,anger,2.2,3.3,1,이런 김에 한 마디만 더 합시다.,ᆸ시다,val,0.3,0.5,0.0,0.0,0.2,0.0,0.0
Sess19_impro03_M015,anger,2.4,3.3,1,이게 탕수육이야 튀김고기야.,야,val,0.0,0.9,0.0,0.0,0.1,0.0,0.0
Sess19_impro03_M015,anger,2.4,3.3,2,아니 이렇게 좋은 재료를 가지고 이렇게 밖에 못 만들어요?,어요,val,0.0,0.9,0.0,0.0,0.1,0.0,0.0
Sess19_impro03_F015,anger,1.9,4.1,1,하 진짜 보자보자하니까 말씀이 굉장히 지나치시네.,네,val,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Sess19_impro03_F016,anger,1.8,4.2,1,그래요 뭐 대단 당신 뭐 대단한 뭐 그런 사람인 거 알겠어요.,어요 | 어요,val,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Sess19_impro03_F016,anger,1.8,4.2,2,뭐 백종원 이런 사람들이랑 견줄만 한 그런 사람인 거 알겠는데요.,는데요,val,1.0,0.0,0.0,0.0,0.0,0.0,0.0
